name,image,originalPrice,price,discount,ratingScore,review,location,description,brandName,inStock
RX580 8GB 2048SP RX580 Desktop Game Video Car DDR5 256Bit Game HD Graphics Cards,https://static-01.daraz.com.bd/p/e5d7bcdaf881debebc853ede000f502d.png,15240,9863,-0.35,Not Available,0,China,,No Brand,TRUE
TH3P4G3 Mini for Thunderbolt-Compatible GPU Dock Graphics Card USB3.0,https://static-01.daraz.com.bd/p/0d241e68c9ca6f4a264b7b733edb034e.jpg,27874,18362,-0.34,Not Available,0,China,,No Brand,TRUE
GPU GDDR5 128Bit GTX550Ti 8G Computer Graphics Card Desktop Game Graphics Card DVI Video Graphics Card,https://static-01.daraz.com.bd/p/0011564cade3cc1a0daa15adc166b2e1.png,18630,12052,-0.35,Not Available,0,China,,No Brand,TRUE
GTX1060 5GB DDR5 160Bit Graphics Card+4Pin To 6Pin Cable,https://static-01.daraz.com.bd/p/e759fefc09aaaebe4ce6ae254b0112e7.jpg,26697,17773,-0.33,Not Available,0,China,,No Brand,FALSE
R9 370 Graphics Card 4G for AMD Desktop Computer Game Graphics Card 4G GDDR5 256BIT 860/1200MHZ PCI-E3.0 HD+DVI+DP Duals Fan,https://static-01.daraz.com.bd/p/4a412bbf978d6ca98687d7988b0c5772.png,17883,12019,-0.33,Not Available,0,China,,No Brand,TRUE
RX580 8GB for AMD Game Graphics Card DDR5 256BIT 2048SP 1284M/8100MHz,https://static-01.daraz.com.bd/p/c6fcb8431524b0f642dd6f4d6c9f33c5.jpg,18342,12242,-0.33,Not Available,0,China,,No Brand,TRUE
PC Graphics Card for AMD 8GB 256Bit 2048SP GDDR5 1206MHZ/6000MHZ PCI-Express 3.0 16X,https://static-01.daraz.com.bd/p/50404b7848256e95c94f555d1b516527.png,14593,9699,-0.34,Not Available,0,China,,No Brand,TRUE
Graphics Card RX580 8G 2048SP Gaming Graphics Card GDDR5 256Bit,https://static-01.daraz.com.bd/p/f91f1f40f99a7a2ad231289f082291ec.png,17319,11609,-0.33,Not Available,0,China,,No Brand,TRUE
"nvidia, gt730 4gb ddr3",https://static-01.daraz.com.bd/p/cb288581712fc99984c5eee7dac9f290.jpg,9995,9995,Not Available,Not Available,0,Bangladesh,"NVIDIA GeForce GT730', 'Bus Standard â€“> PCI Express 2.0', 'Video Memory â€“> DDR3 4096MB', 'Memory Clock â€“> 1333 MHz', 'Memory Interface â€“> 128 bit', 'DVI Output â€“> Yes X 1', 'HDMI Output â€“> Yes X 1', 'D-Sub Output â€“> Yes X 1', 'HDCP Support â€“> Yes'",No Brand,TRUE
GT730 2GB DDR3 64Bit Graphics Card 28Nm 902Mhz 800Mhz PCI E 2.0 DVI,https://static-01.daraz.com.bd/p/62f72dc77fb18adf439b07f7509973ce.jpg,12450,6216,-0.5,Not Available,0,China,,No Brand,FALSE
COLORFUL GeForce GT730K LP 2GD3 Graphics Card 28Nm 2GB GDDR3 64Bit,https://static-01.daraz.com.bd/p/c4e2192a5a23ccc30d08b7e6fb124809.jpg,16004,8006,-0.5,Not Available,0,China,,No Brand,TRUE
Cimiva Usb 3.0 PCIE Extension Cable Riser Ver 009S Express 16X 6 Pin Power Cable-blue,https://static-01.daraz.com.bd/p/2e1d217388c43cbaa296d22c81c44c37.jpg,1132,871,-0.23,Not Available,0,China,"1. Safe and stable: The graphics card power supply adopts four FP solid capacitors, which makes the graphics card power supply more stable and safe.', '2. Strong power supply capability: The extension cord with 6P interface (16A power supply capability) strengthens the power supply and completely solves the problem of insufficient power supply capability. The graphics card slot adopts the original imported connector, which makes the graphics card contact better.', '3. Easy to use: The slot is equipped with a fixed buckle, which is convenient for the disassembly and fixation of the graphics card, so that the graphics card will not fall off from the slot.', '4. High conversion rate: using power protection, using integrated inductors and graphics card solid capacitors, the power conversion efficiency can reach 95%.', '5. Reduce the burden: The GPU expansion adapter card has a 6pin interface, which can be easily connected, and the 6pin interface can also reduce the burden on the mainboard.'",Cimiva,TRUE
1 Piece Computer Graphics Card Holder ARGB GPU Holder Adjustable Support Stand Black,https://static-01.daraz.com.bd/p/f7ed0e4758447ae910ef1de5d17ea826.jpg,2676,1521,-0.43,Not Available,0,China,,No Brand,TRUE
"Adjustable Video Card AURA SYNC Graphics Video Card Holder,White",https://static-01.daraz.com.bd/p/e44229078d3016547021a1fcf3e64bee.png,3347,1762,-0.47,Not Available,0,China,,No Brand,TRUE
4X GT730 image Card 64Bit GDDR3 GT 730 D3 Game Video Cards,https://static-01.daraz.com.bd/p/9ba1edd4b7badd88d84266b22ef623cb.jpg,23606,11747,-0.5,Not Available,0,China,"1.With an HDMI, you can connect to a TV to let you enjoy HD pictures.', '2.With a DVI, a VGA, can be connected to the monitor or the LCD screen can be used.', '3.Compatible with DDR3 high speed video memory.', '4.Fits for motherboard with PCI-E slot.'",No Brand,TRUE
GTS450 1GB GDDR5 Desktop Computer HD Game Graphics Card,https://static-01.daraz.com.bd/p/3406549a668eb4d54011d8b938e33a38.jpg,13974,6922,-0.5,Not Available,0,China,,No Brand,TRUE
2X GBS8200 CGA/EGA/YUV/RGB to VGA Output Arcade Jamma Game HD Video Converter Board Monitor to LCD GBS-8200,https://static-01.daraz.com.bd/p/74fd262b34ed77ba6d5e52c8f6688e02.png,7852,5166,-0.34,Not Available,0,China,,No Brand,TRUE
R5 230 Graphics Card 1GB GDDR3 64Bit 40Nm 625MHz 533MHz PCIE 2.0,https://static-01.daraz.com.bd/p/aba3767be944dd8f25e1a4d8746001ae.jpg,8866,4427,-0.5,Not Available,0,China,,No Brand,TRUE
GTX1050TI Extreme Speed Graphics Card 4GB DDR5 128BIT 1164/1350MHz,https://static-01.daraz.com.bd/p/86465cc32b4adb443f41ccba524a7998.png,41935,24668,-0.41,Not Available,0,China,,No Brand,TRUE
Graphics Card ATI6700 1GB DDR5 128BIT Desktop HD Games Computer Discrete Graphics Card PCIE 2.0 DVI-I VGA Video Card,https://static-01.daraz.com.bd/p/3751bcd9820c2250cddfbdff8de907d2.jpg,10424,6279,-0.4,Not Available,0,China,,No Brand,TRUE
GTX550Ti Graphics Card 2GB DDR5 128Bit PCIE 2.0 Video Card,https://static-01.daraz.com.bd/p/b45e6ae5accacee238236275282f839a.jpg,7762,5175,-0.33,Not Available,0,China,,No Brand,TRUE
Video Card 12VHPWR PCIe 5.0 12 Pin to Dual GPU PCIE 8-Pin Cable,https://static-01.daraz.com.bd/p/6ee535aa9c9618da86bedc45ee17cf1d.png,831,554,-0.33,Not Available,0,China,,No Brand,TRUE
TEUCER Graphics Card GPU Vertical Telescopic Stand VC-15 Mini Black,https://static-01.daraz.com.bd/p/89c3d6013f16e881d1cee4331ffd95c9.png,1055,694,-0.34,Not Available,0,China,,No Brand,TRUE
PELADN RTX 3060Ti GDDR6X 8G Graphics Card 256Bit PCI Video Card Desktop GPU RTX 3060 Ti Gaming Card,https://static-01.daraz.com.bd/p/cca3a1d179dc8a6962729d4a7bbe2bd3.jpg,148386,74193,-0.5,Not Available,0,China,,No Brand,TRUE
12+4Pin 12VHPWR to 4Pcs PCi-E GPU 8Pin Graphics Video Card 4X8Pin Cable PCIE 5.0 Cable for RTX3090Ti Supply Adapter 30cm,https://static-01.daraz.com.bd/p/1448f2eef7923bcae858f9a98c0ae852.png,1644,1096,-0.33,Not Available,0,China,,No Brand,TRUE
GTX550Ti 2GB 128Bit GDDR5 Desktop Computer Graphic Card Discrete Graphics Card (1Pcs),https://static-01.daraz.com.bd/p/a3a4017690256c9d47c90cc9f60b23a6.png,9868,5334,-0.46,Not Available,0,China,,No Brand,TRUE
COLORFUL GeForce GT730K 4GD3 Graphics Card 4GB GDDR3 64Bit Video Card,https://static-01.daraz.com.bd/p/d613b404d34644cbfd4fbe6251ffcff8.jpg,9183,9183,Not Available,Not Available,0,China,,No Brand,FALSE
PCIE 3.0 X16 Graphics Card 180 Degree Reverse Graphics Adapter Cable,https://static-01.daraz.com.bd/p/64d8774a7920789df8ec2553ea104c27.jpg,1936,1291,-0.33,Not Available,0,China,,No Brand,TRUE
3090Ti & 40 Series Graphics Card Extension Cable 12+4P to Pci-E8Px3,https://static-01.daraz.com.bd/p/047b855aed862dd66a4c4ac98753c190.jpg,2484,1656,-0.33,Not Available,0,China,,No Brand,TRUE
HD-WF2 Asynchronous 768Wx64H Pixels 2XHUB75 RGB Small LED Display,https://static-01.daraz.com.bd/p/6f1503fe63ed1aeffee1ff1bafd73bdb.png,1614,1076,-0.33,Not Available,0,China,,No Brand,TRUE
Cooling Fan for Palit GTX 1070 GTX 1070 TI 8G Dual GTX Graphics Card,https://static-01.daraz.com.bd/p/49fd3d7633b3fe1e2735747043ad8665.jpg,2455,1228,-0.5,Not Available,0,China,,No Brand,TRUE
88MM Graphics Video Card Fan Cooler for Gigabyte GeForce GTX 1050,https://static-01.daraz.com.bd/p/1018cae4a7771ebdf0505860cbb66ff2.jpg,2300,1150,-0.5,Not Available,0,China,,No Brand,TRUE
Riser Cable Pcie16X Graphics Card Extension Cable Pci- E 3.0 16X High Speed Extension Port Adapter for GPU Mining,https://static-01.daraz.com.bd/p/e66c410dd87962e63fa5a3f86b801cc5.jpg,3977,2138,-0.46,Not Available,0,China,,No Brand,TRUE
HD6450 2GB DDR3 64Bit Graphics Card PCIE 2.0 GPU HDMI-Compatible,https://static-01.daraz.com.bd/p/27404e4a2f577da95958cf71a2b6152a.jpg,4789,3193,-0.33,Not Available,0,China,,No Brand,TRUE
ARKTEK NVIDIA GeForce GT740 2GB DDR5 128bit Graphics Card,https://static-01.daraz.com.bd/p/a0ae6bfccf51802c092c7bab8cf6ee71.jpg,12500,10450,-0.16,Not Available,0,Bangladesh,,ARKTEK,TRUE
4X GT730 Image Card 64Bit GDDR3 GT 730 D3 Game Video Cards GeforceHDMI Dvi VGA Video Card,https://static-01.daraz.com.bd/p/729f83ffbe27e35fc6a92adb81459cd7.jpg,24629,12631,-0.49,Not Available,0,China,,No Brand,TRUE
PCIE 3.0 Graphics Card Extension Cable High Speed 16X Adapter Cable,https://static-01.daraz.com.bd/p/227c05a97a429fabe81b41b91345cca3.jpg,2412,1378,-0.43,Not Available,0,China,,No Brand,TRUE
1Pcs ATX Docking Station Box for Hunderbolt 3/4 Graphics Card Expansion Dock Box for ATX Power Supply,https://static-01.daraz.com.bd/p/eed05141992d44ba44b3c2983aaa4d4c.jpg,18200,9681,-0.47,Not Available,0,China,,No Brand,TRUE
1 Pc RX580 1284M/1750MHz Desktop Computer Game Graphics Card,https://static-01.daraz.com.bd/p/838980798bd2d309c524e57f4a21909e.png,31822,19363,-0.39,Not Available,0,China,,No Brand,TRUE
Adjustable Graphics Video Card Holder SYNC Computer Accessories Black,https://static-01.daraz.com.bd/p/0edd36afd504df889a130a9dab8bd69d.jpg,1876,1072,-0.43,Not Available,0,China,,No Brand,TRUE
R9 370 Dual Fan Graphics Card 4G for AMD Desktop Computer Game Graphics Card 4G GDDR5 256BIT 860/1200MHZ PCI-E3.0 HD+DVI+DP Duals Fan,https://static-01.daraz.com.bd/p/4a412bbf978d6ca98687d7988b0c5772.png,16573,11049,-0.33,Not Available,0,China,,No Brand,TRUE
PCI-E 4.0 X8 to X16 Graphics Card Extension Cable PCI-E USB4.0 Video Card Adapter Cable 180 Degrees Extension Cable,https://static-01.daraz.com.bd/p/130ec0231176fd8b7348ea5c025b4084.jpg,2564,1508,-0.41,Not Available,0,China,,No Brand,TRUE
Graphics Card Bracket 5V 3PIN ARGB Graphics Card,https://static-01.daraz.com.bd/p/f1713b8525300ddee7ed7015c8d7965c.png,1563,893,-0.43,Not Available,0,China,,No Brand,TRUE
PCI-E 4.0 X16 to X16 Graphics Card USB4.0 180 Degrees Extension Cable,https://static-01.daraz.com.bd/p/343e523dc62288d511907b1234a7d305.jpg,4354,2561,-0.41,Not Available,0,China,,No Brand,TRUE
DP Virtual Display Adapter EDID Headless Ghost Emulator for PC Graphics Video Card,https://static-01.daraz.com.bd/p/b111f4d82f054204a8ae333262e5e7a9.png,672,384,-0.43,Not Available,0,China,,No Brand,TRUE
HDMI-Compatible Graphics Card Virtual Display Adapter for BTC Miner,https://static-01.daraz.com.bd/p/74e16e8b66f52e52b8c56911d7ac72a0.jpg,790,427,-0.46,Not Available,0,China,,No Brand,TRUE
1 PCS GX-30 Jack Support Frame ITX Small Chassis Graphics Card Bracket Anti-Bending Bracket Plus,https://static-01.daraz.com.bd/p/58400edb58256d90f5b5de6155eab0d4.jpg,929,546,-0.41,Not Available,0,China,,No Brand,TRUE
GT705 Graphics Card 1GB GDDR3 64BIT 810MHz,https://static-01.daraz.com.bd/p/9de59889860ddd17a3a4e79ad2f3d3c2.jpg,7342,3864,-0.47,Not Available,0,China,,No Brand,TRUE
PCIE Expansion Card PCIE to AV 640X480 Resolution Video Capture Card Built-in CX23881 Chip,https://static-01.daraz.com.bd/p/98aae478b93a34ec1de1743c2eb9cf4a.png,4961,2918,-0.41,Not Available,0,China,,No Brand,TRUE
2X PCIE 4-Port M.2 NVEM SSD Expansion Card Computer Motherboard Solid State Drive Expansion Card,https://static-01.daraz.com.bd/p/539f8eca6456348af6b8f81078063d27.png,6642,3795,-0.43,Not Available,0,China,,No Brand,TRUE
PCI-E X4 to AHCI Adapter Board Desktop Expansion Board Idle SSD Read and Write Board,https://static-01.daraz.com.bd/p/668db71015529c30c5d4a183c9e2c50a.jpg,2833,1491,-0.47,Not Available,0,China,,No Brand,TRUE
M.2 NVMe External Adapter Card PCI-E X1 External Adapter Card PCIE Adapter Card Converter Expansion Card Desktop Accelerator Board,https://static-01.daraz.com.bd/p/2ec2365afdc812e83f42688390665c80.jpg,1997,1051,-0.47,Not Available,0,China,,No Brand,TRUE
5V ARGB Sync Abyss Effect Computer Video Card Holder B,https://static-01.daraz.com.bd/p/aae397c5c96542fddf1b988a2aa42f68.png,2896,1565,-0.46,Not Available,0,China,,No Brand,TRUE
Cooler Master 5V/3PIN ARGB Graphics Cards Bracket,https://static-01.daraz.com.bd/p/128623d473a272009eb82c4b593a7bb1.png,5723,3179,-0.44,Not Available,0,China,,No Brand,TRUE
5X PCI-E 16X Riser Card 90 Degree Pci-E Pci-Express 16X Right Angle Extender Protector Riser Adapter Card,https://static-01.daraz.com.bd/p/c746336774c28dac286dc19ec63da9a1.png,2081,1189,-0.43,Not Available,0,China,,No Brand,TRUE
R5 230 Graphics Card 1GB GDDR3 64Bit 40Nm 625MHz 533MHz PCIE 2.0,https://static-01.daraz.com.bd/p/7c2e4104b002eb23242f849fbbda89b2.jpg,7882,4148,-0.47,Not Available,0,China,,No Brand,TRUE
PCI-E 3.0 16X Graphics Card PCIE X6 to X16 Vertical Adapter Cable,https://static-01.daraz.com.bd/p/d028f932368b882388cb6cee8f507037.jpg,4598,2420,-0.47,Not Available,0,China,,No Brand,TRUE
AFOX NVIDIA GeForce GTX 750 Ti 4GB DDR5 Graphics Card,https://static-01.daraz.com.bd/p/310427a151a293f5161ecdd95af5d887.jpg,13500,13500,Not Available,Not Available,0,Bangladesh,,AFOX,FALSE
"2X GT210 1G D2 64BIT Image Card, Dual-Screen Bright Image Card Supports Large and Small Chassis/All-In-One/Desktop",https://static-01.daraz.com.bd/p/b28d02217d71f2fb64329eff3f0cdc76.jpg,10249,5394,-0.47,Not Available,0,China,,No Brand,TRUE
2 Pcs Newest VER016 PCI-E 1X to 16X USB3.0 GPU Riser Card with 10 Capacitors Temperature Voltage Display for BTC Miner,https://static-01.daraz.com.bd/p/fb11a4aa1cbe5ad5be50c3b6baddfd32.jpg,2206,1918,-0.13,Not Available,0,China,,No Brand,TRUE
EXP GDC Adapter External Laptop Graphics Card Dock Video Card Notebook Docking Station NGFF M.2 A E Key Interface,https://static-01.daraz.com.bd/p/28be1b6b89206fb321602820db43bf8d.jpg,12115,6213,-0.49,Not Available,0,China,,No Brand,TRUE
VER018 PRO USB3.0 PCI-E Riser Card PCIE Graphics Card Extension Cable PCI-E 1X to 16X Graphics Card Adapter Cable,https://static-01.daraz.com.bd/p/428306879682e0796355affcf19126f6.jpg,16402,8201,-0.5,Not Available,0,China,,No Brand,TRUE
GTS450 1GB GDDR5 Desktop Computer HD Game Graphics Card Computer PC Gaming Video VGA+DVI 128Bit Graphics Card,https://static-01.daraz.com.bd/p/fa1656dfd8cfe82c14973dd7b68eadc3.png,9769,6602,-0.32,Not Available,0,China,,No Brand,TRUE
ATI HD6770 1G DDR5 128Bit PCI-E2.0 HDMI+VGA+DVI Independent Graphics Card Size Chassis Dedicated Office HD Graphics Card,https://static-01.daraz.com.bd/p/19f9fde9060ce41b0e2c6c6100325506.jpg,12142,6071,-0.5,Not Available,0,China,,No Brand,TRUE
GTX550Ti 1GB DDR5 128Bit Graphics Card PCIE 2.0 Video Card HDMI-Compatible/DVI/VGA Desktop Gaming Graphics Card,https://static-01.daraz.com.bd/p/7deb148bda334cd5d7b88e2e272d4f4e.jpg,11636,5818,-0.5,Not Available,0,China,,No Brand,TRUE
Graphics Card Power Supply Adapter 12+4P for Desktop Chassis Wire-D,https://static-01.daraz.com.bd/p/fcec28e7fe1aedbab14c7f22767cd01b.png,890,890,Not Available,Not Available,0,China,,No Brand,TRUE
PCIE 3.0 X16 Graphics Card Extension Cable 180 Degree Reverse Extension Cable Graphics Card Adapter Cable,https://static-01.daraz.com.bd/p/64d8774a7920789df8ec2553ea104c27.jpg,2758,1604,-0.42,Not Available,0,China,,No Brand,TRUE
1 Piece 5V 3Pin ARGB Graphics Cards Bracket ARGB GPU Holder Adjustable Support Stand Black,https://static-01.daraz.com.bd/p/f7ed0e4758447ae910ef1de5d17ea826.jpg,3220,1652,-0.49,Not Available,0,China,,No Brand,TRUE
"Graphics Card GPU Holder Support Adjustable Telescopic Rotating Screw Video Card Sag Bracket Desktop PC Case,VC-16",https://static-01.daraz.com.bd/p/07f6ce67e040e68718c2615ef92ea5b8.png,926,597,-0.36,Not Available,0,China,,No Brand,TRUE
"Graphics Card GPU Holder Support Adjustable Telescopic Rotating Screw Video Card Sag Bracket Desktop PC Case, VC-16 Mini",https://static-01.daraz.com.bd/p/de9cfef49e5f9d9e573755bf85f9eb8a.png,814,543,-0.33,Not Available,0,China,,No Brand,TRUE
"Graphics Card GPU Holder Support Adjustable Telescopic Rotating Screw Video Card Sag Bracket Desktop PC Case, VC-16 PLUS",https://static-01.daraz.com.bd/p/8d31bec69989cc5cbb6a6e8bbc37d667.png,1168,653,-0.44,Not Available,0,China,,No Brand,TRUE
Graphics Card Adapter Cable Graphics Card 2VHPWR Straight Head Turning Head Cable PCIE5.0 Cable 12+4PIN Adapter Cable,https://static-01.daraz.com.bd/p/d3610ebfb660556a495e06e2887a6444.png,2494,1393,-0.44,Not Available,0,China,,No Brand,TRUE
TEUCER Graphics Card GPU Holder Vertical Telescopic Rotating Stand Bracket Magnetic GPU Video Card Holder VC-15 Mini White,https://static-01.daraz.com.bd/p/826a35811b31523e3c2f0f124d31d192.png,1245,803,-0.36,Not Available,0,China,,No Brand,TRUE
4K Displayport Dummy Plug DP Virtual Display Adapter EDID Headless Ghost Emulator for PC Graphics Video Card,https://static-01.daraz.com.bd/p/b111f4d82f054204a8ae333262e5e7a9.png,999,549,-0.45,Not Available,0,China,,No Brand,TRUE
PCI-E X4 to AHCI Adapter Board PCIE Expansion Card Desktop Expansion Board Idle SSD Read and Write Board,https://static-01.daraz.com.bd/p/e32b90a316458ec1dd1c4c318a4dcf4f.png,3233,1858,-0.43,Not Available,0,China,,No Brand,TRUE
PCI-E 4.0 X8 to X16 Graphics Card Extension Cable PCI-E USB4.0 Video Card Adapter Cable 180 Degrees Extension Cable,https://static-01.daraz.com.bd/p/130ec0231176fd8b7348ea5c025b4084.jpg,3389,1948,-0.43,Not Available,0,China,,No Brand,TRUE
FORIDE PELADN RX 5600 XT 6GB Graphics Card Desktop Computer Independent Graphics Card Gaming Video Card for BTC Miner Rig,https://static-01.daraz.com.bd/p/f283c5e74a4bf582a2cf1e956353e9d5.jpg,75932,38940,-0.49,Not Available,0,China,,No Brand,FALSE
4X GT730 Image Card 64Bit GDDR3 GT 730 D3 Game Video Cards GeforceHDMI Dvi VGA Video Card,https://static-01.daraz.com.bd/p/cf68c039dc8755172beffd2c023e824e.jpg,20348,12960,-0.36,Not Available,0,China,"1.With an HDMI, you can connect to a TV to let you enjoy HD pictures.', '2.With a DVI, a VGA, can be connected to the monitor or the LCD screen can be used.', '3.Compatible with DDR3 high speed video memory.', '4.Fits for motherboard with PCI-E slot.'",No Brand,TRUE
Suitable for EXP GDC Notebook External PCI-E Discrete Graphics Card Beast Series NGFF M.2 a Key,https://static-01.daraz.com.bd/p/9fe8ca58a17568704298f0cbe7150a79.png,5991,5271,-0.12,Not Available,0,China,,No Brand,TRUE
6 Pcs for BTC Miner VER016 PCI-E 1X to 16X USB3.0 GPU Riser Card with 10 Capacitors Temperature/Voltage Display+Shield,https://static-01.daraz.com.bd/p/c28189ebc7661df8ef330653c578e8bc.jpg,5873,5064,-0.14,Not Available,0,China,,No Brand,TRUE
1Set 1020Mhz 1253Mhz PCI E 3.0 HD VGA DVI Dual Fan Video Card 4GB DDR5 128Bit Graphics Card+4Pin to 6Pin Cable,https://static-01.daraz.com.bd/p/f3835831979483cc485dd0513f97e47a.jpg,11161,11161,Not Available,Not Available,0,China,,No Brand,TRUE
PELADN New RTX 3070Ti 8G GDDR6X GPU PC Gaming RTX 3070 Ti Video Card,https://static-01.daraz.com.bd/p/019020d50d466cd948ac73570e6e042f.png,88085,88085,Not Available,Not Available,0,China,,No Brand,TRUE
AX99100 1P1S RS232 Serial Parallel Port DB25 25Pin PCIE Riser Card PCI-E Extension Converter Replacement PCIE Riser Card,https://static-01.daraz.com.bd/p/cf9160b5140a4ac1417710ba2fb3158f.png,1754,1002,-0.43,Not Available,0,China,,No Brand,TRUE
TEUCER Graphics Card GPU Vertical Telescopic Stand VC-15 Mini White,https://static-01.daraz.com.bd/p/826a35811b31523e3c2f0f124d31d192.png,1140,616,-0.46,Not Available,0,China,,No Brand,TRUE
6X PCI-E 6 Pin to 2 Ports 6+2 Pin Power Supply Cable 6Pin to 8Pin for Cooler Master V Series V850 V700 V1000 Modular PSU,https://static-01.daraz.com.bd/p/b480b87b67944bca7e6e812ab9aea0a8.png,3415,2270,-0.34,Not Available,0,China,,No Brand,TRUE
1 Piece GTX750Ti 2GB DDR5 128Bit Graphics Card PCI E 3.0 HD VGA DVI Video Card for Gaming Office,https://static-01.daraz.com.bd/p/341e053d4fd84e55547d18baa811ff76.jpg,10585,10585,Not Available,Not Available,0,China,,No Brand,TRUE
PCIE 1X to 4 Pci-Express Adapter+VER009S Riser Card USB3.0 to PCI-E 1X to 16X Graphics Card Extension Cable for Miner,https://static-01.daraz.com.bd/p/375c10879b5130af448d5ac5aea4eef6.png,8403,4354,-0.48,Not Available,0,China,,No Brand,FALSE
GTX550TI High-Speed Graphics Card 2GB DDR5 128BIT 700/850MHZ VGA+DVI+HD PCI-E Desktop Computer Gaming Graphics Card,https://static-01.daraz.com.bd/p/57710e40075a5ec632062d2d04b0fe3e.jpg,12554,6438,-0.49,Not Available,0,China,,No Brand,TRUE
GTX550Ti 1GB DDR5 128Bit Graphics Card PCIE 2.0 Video Card HDMI-Compatible/DVI/VGA Desktop Gaming Graphics Card,https://static-01.daraz.com.bd/p/add87e2900510ad8825ab7c8f9cf10d3.jpg,6478,5634,-0.13,Not Available,0,China,,No Brand,TRUE
COLORFUL GeForce GT730K LP 2GD3 Graphics Card 28Nm 2GB GDDR3 64Bit 500Mhz DVI+VGA+HD GPU Video Card,https://static-01.daraz.com.bd/p/10d2865b15f59397ef9de1d6a735c6b6.png,14728,8368,-0.43,Not Available,0,China,,No Brand,TRUE
R5 230 Graphics Card 1GB GDDR3 64Bit 40Nm 625MHz 533MHz PCIE 2.0 HDMI-Compatible / DVI /VGA Video Card,https://static-01.daraz.com.bd/p/ed405c8764658f83369a49c104b8ac61.jpg,7642,4308,-0.44,Not Available,0,China,,No Brand,TRUE
VER 012 MAX Express 1X 16X Extender GPU Riser Card LED Work Indicator,https://static-01.daraz.com.bd/p/83bdb6754c8e67e568ae9a221607aeff.jpg,3568,1784,-0.5,Not Available,0,China,,No Brand,TRUE
GTS450 1GB GDDR5 Desktop Computer HD Game Graphics Card Computer PC Gaming Video VGA+DVI 128Bit Graphics Card,https://static-01.daraz.com.bd/p/fa1656dfd8cfe82c14973dd7b68eadc3.png,8752,6733,-0.23,Not Available,0,China,,No Brand,TRUE
10 PCS PCIE Riser Card Retainer Vertical Locker Extender -Black,https://static-01.daraz.com.bd/p/ca7aef5028294bbf91178d1bbe8b3e82.jpg,621,382,-0.38,Not Available,0,China,,No Brand,TRUE
"PCIE 1 to 4 Adapter Riser Card, 4 in 1 PCI-E Riser Adapter",https://static-01.daraz.com.bd/p/1836b9904c44eedf58d1f510449c16dd.jpg,3454,1727,-0.5,Not Available,0,China,,No Brand,TRUE
ATI HD6770 1G DDR5 128Bit PCI-E2.0 HDMI+VGA+DVI Independent Graphics Card Size Chassis Dedicated Office HD Graphics Card,https://static-01.daraz.com.bd/p/19f9fde9060ce41b0e2c6c6100325506.jpg,6812,5753,-0.16,Not Available,0,China,,No Brand,TRUE
PCI-E 1 to 2 PCI Express 1X Slot External Riser Card Adapter Board,https://static-01.daraz.com.bd/p/89f3854f4d4cabd6adb5cb90d5b42606.jpg,2742,1371,-0.5,Not Available,0,China,,No Brand,TRUE
Graphics Card Bracket Computer Protection Bracket Graphics Card GPU Holder Black,https://static-01.daraz.com.bd/p/f184dbc17a2e07280d6a955182e0b753.jpg,1088,544,-0.5,Not Available,0,China,,No Brand,TRUE
4-Port RAID Controller Card PCI Expand Card 2.0 SATA II with Sil3114 Chip PCI Sata Internal Ports Raid Controller Card Accessories,https://static-01.daraz.com.bd/p/b0f0b5b3d8f1c88f2946b5bf3f737bcd.jpg,2564,1282,-0.5,Not Available,0,China,,No Brand,TRUE
PCI E EXP GDC Video Card Docking Station External Laptop Dock Graphics Card Laptop Adapter with Expresscard Cable,https://static-01.daraz.com.bd/p/adaff08216a130e8ef4bc11d28e8b5cf.jpg,9784,5018,-0.49,Not Available,0,China,,No Brand,TRUE
PCIE Expansion Card PCIE to AV 640X480 Resolution Video Capture Card Built-in CX23881 Chip,https://static-01.daraz.com.bd/p/98aae478b93a34ec1de1743c2eb9cf4a.png,4778,3068,-0.36,Not Available,0,China,,No Brand,TRUE
TEUCER Graphics Card GPU Vertical Telescopic Stand VC-15 Mini Black,https://static-01.daraz.com.bd/p/89c3d6013f16e881d1cee4331ffd95c9.png,1003,557,-0.44,Not Available,0,China,,No Brand,TRUE
4K Displayport Dummy Plug DP Virtual Display Adapter,https://static-01.daraz.com.bd/p/75028fef69cc71612989dcb091d3d491.png,615,453,-0.26,Not Available,0,China,,No Brand,TRUE
5X 88MM Graphics Video Card Fan Cooler T129215SU PLD09210S12HH for Gigabyte GeForce GTX 1050 1060 1070 Ti RX 480 470 G1,https://static-01.daraz.com.bd/p/8e07d1a53ca8573eabb701879e26b5ee.jpg,7211,3877,-0.46,Not Available,0,China,,No Brand,TRUE
1 PCS 5V 3Pin ARGB Graphics Cards Bracket ARGB GPU Holder Adjustable Support Stand Black,https://static-01.daraz.com.bd/p/f7ed0e4758447ae910ef1de5d17ea826.jpg,2698,1349,-0.5,Not Available,0,China,,No Brand,TRUE
X58 Motherboard LGA1366 Computer Motherboard Support RX Graphics Card with X5650 CPU+DDR3 4GB 1333Mhz RAM+Switch Cable,https://static-01.daraz.com.bd/p/0029e90bf50e335dc2dd563043396273.jpg,7325,6196,-0.15,Not Available,0,China,,No Brand,TRUE
